name,url,standard,address,id,result(total),result(error),result(warning),result(notice)
The Bassingham Surgery,http://www.bassinghamsurgery.co.uk,WCAG2AAA,LN5 9HF,5d290b73edf8287f0f23c004,127,46,29,52
Cherry Willingham (Branch Surgery),http://www.mysurgerywebsite.co.uk/index.aspx?p=c83031,WCAG2AAA,LN3 4JL,5d290b73edf8287f0f23c005,232,33,71,128
Beacon Medical Practice - Chapel St Leonards,http://www.beaconmedicalpractice.com,WCAG2AAA,PE24 5SL,5d290b73edf8287f0f23c006,467,173,89,205
Crossroads Medical Practice,http://www.crossroadsmedicalpractice.co.uk,WCAG2AAA,LN6 8NH,5d290b73edf8287f0f23c007,211,5,77,129
Boultham Park Medical Practice,http://www.boulthamparkmedicalpractice.co.uk,WCAG2AAA,LN6 7SS,5d290b73edf8287f0f23c008,208,59,35,114
Kings Cliffe Surgery,http://www.wansford.co.uk,WCAG2AAA,PE8 6XB,5d290b73edf8287f0f23c009,168,15,126,27
Brayford Medical Practice,http://www.brayfordmedicalpractice.co.uk,WCAG2AAA,LN1 1XP,5d290b73edf8287f0f23c00a,788,278,87,423
Portland Medical Practice Branch Surgery - Newland ,http://www.citymedicalpractice.gpsurgery.net,WCAG2AAA,LN1 1XP,5d290b73edf8287f0f23c00b,133,44,13,76
The University of Lincoln Health Service,http://www.ulhsonline.co.uk,WCAG2AAA,LN6 7GA,5d290b73edf8287f0f23c00c,179,45,36,98
Millbrook Surgery - Castle Cary,https://www.millbrook-surgery.nhs.uk,WCAG2AAA,BA7 7EE,5d290b73edf8287f0f23c00d,280,46,74,160
Bruton Surgery,http://www.brutonsurgery.org,WCAG2AAA,BA10 0EG,5d290b73edf8287f0f23c00e,115,20,41,54
Wincanton Health Centre,http://www.wincantonhealth.co.uk,WCAG2AAA,BA9 9FQ,5d290b73edf8287f0f23c00f,286,58,26,202
Queen Camel Medical Centre,http://www.queencamelmedicalcentre.co.uk,WCAG2AAA,BA22 7LT,5d290b73edf8287f0f23c010,335,51,136,148
Oakhill Surgery,http://www.oakhillsurgery.co.uk,WCAG2AAA,BA3 5HT,5d290b73edf8287f0f23c011,188,13,41,134
Glastonbury Health Centre,http://www.glastonburyhealthcentre.nhs.uk/,WCAG2AAA,BA6 9DD,5d290b73edf8287f0f23c012,185,15,29,141
Wells City Practice,http://www.wellscitypractice.co.uk,WCAG2AAA,BA5 1XJ,5d290b73edf8287f0f23c013,2,1,0,1
Wells Health Centre Partnership,http://www.wellshealthcentre.co.uk,WCAG2AAA,BA5 1XJ,5d290b73edf8287f0f23c014,238,60,19,159
Glastonbury Surgery,http://www.glastonburysurgery.co.uk,WCAG2AAA,BA6 9LP,5d290b73edf8287f0f23c015,316,6,176,134
L85029 - Vine Surgery Partnership,https://www.vinesurgery.nhs.uk,WCAG2AAA,BA16 0ET,5d290b73edf8287f0f23c016,229,22,39,168
Templecombe Surgery,http://www.milborneportsurgery.nhs.uk,WCAG2AAA,BA8 0JR,5d290b73edf8287f0f23c017,451,139,134,178
Buttercross Health Centre,http://www.buttercrosshc.nhs.uk/,WCAG2AAA,TA11 7PB,5d290b73edf8287f0f23c018,327,20,171,136
Mendip Country Practice,http://www.mendipcp.co.uk,WCAG2AAA,BA3 5NQ,5d290b73edf8287f0f23c019,212,11,60,141
The Silton Surgery,https://www.siltonsurgery.nhs.uk/,WCAG2AAA,SP8 5DF,5d290b73edf8287f0f23c01a,379,171,17,191
The Ilchester Surgery,http://www.ilchestersurgery.co.uk/,WCAG2AAA,BA22 8LN,5d290b73edf8287f0f23c01b,327,20,171,136
Milborne Port Surgery,http://www.milborneportsurgery.nhs.uk,WCAG2AAA,DT9 5FH,5d290b73edf8287f0f23c01c,451,139,134,178
Bute House,http://www.butehousesurgery.co.uk,WCAG2AAA,DT9 4DL,5d290b73edf8287f0f23c01d
The Apples Medical Centre,http://www.sherborneapples.co.uk/,WCAG2AAA,DT9 3DG,5d290b73edf8287f0f23c01e,441,25,124,292
Dr R M Hogben And Dr D A R Cripps,http://www.oaklandssurgeryyeovil.co.uk/,WCAG2AAA,BA21 5RL,5d290b73edf8287f0f23c01f,199,52,45,102
New Medical Centre,http://www.gillinghamsurgery.co.uk,WCAG2AAA,SP8 4FA,5d290b73edf8287f0f23c020,557,138,257,162
Mere Surgery,http://www.meresurgery.co.uk/index.aspx,WCAG2AAA,BA12 6DT,5d290b73edf8287f0f23c021,210,38,64,108
Abbey Manor Medical Practice,https://www.diamondhealthgroup.nhs.uk/,WCAG2AAA,BA21 3TL,5d290b73edf8287f0f23c022,218,47,41,130
Westfield Surgery,http://www.sedlescombeandwestfieldsurgeries.co.uk/,WCAG2AAA,TN35 4QE,5d290b73edf8287f0f23c023,247,27,65,155
Gillingham Medical Practice,http://www.gillinghamsurgery.co.uk,WCAG2AAA,SP8 4XS,5d290b73edf8287f0f23c024,557,138,257,162
Preston Grove Medical Centre - Yeovil,http://www.prestongrovemedicalcentre.co.uk,WCAG2AAA,BA20 2BQ,5d290b73edf8287f0f23c025,207,60,42,105
"Hendford Lodge Medical Centre, Yeovil",https://diamondhealthgroup.nhs.uk,WCAG2AAA,BA20 1UJ,5d290b73edf8287f0f23c026
Frome Medical Practice,http://www.fromemedicalpractice.co.uk/,WCAG2AAA,BA11 2FH,5d290b73edf8287f0f23c027,173,66,41,66
Hope House Surgery,http://www.hopehousesurgery.co.uk,WCAG2AAA,BA3 3PL,5d290b73edf8287f0f23c028,259,61,79,119
Elm Hayes Surgery,http://www.elmhayessurgery.co.uk,WCAG2AAA,BS39 7SF,5d290b73edf8287f0f23c029,308,66,120,122
The Blackmore Vale Partnership,http://www.blackmorevalesurgery.co.uk/,WCAG2AAA,SP7 8DH,5d290b73edf8287f0f23c02a,317,67,76,174
Langport Surgery,http://www.langportsurgery.co.uk,WCAG2AAA,TA10 9RH,5d290b73edf8287f0f23c02b,271,19,79,173
"Church Street Surgery, Martock",http://www.martocksurgery.co.uk,WCAG2AAA,TA12 6JL,5d290b73edf8287f0f23c02c
Wedmore Surgery,http://www.axbridgewedmoredoctors.co.uk,WCAG2AAA,BS28 4AN,5d290b73edf8287f0f23c02d,7,2,3,2
Yetminster Health Centre,http://www.yetminsterhc.co.uk,WCAG2AAA,DT9 6LG,5d290b73edf8287f0f23c02e,469,195,36,238
Edington Surgery,http://www.poldenmp.nhs.uk,WCAG2AAA,TA7 9HA,5d290b73edf8287f0f23c02f,166,13,29,124
Beckington Family Practice,http://www.beckingtonfamilypractice.co.uk,WCAG2AAA,BA11 6SE,5d290b73edf8287f0f23c030,55,23,2,30
Cheddar Medical Centre,http://www.chedmed.nhs.uk,WCAG2AAA,BS27 3NZ,5d290b73edf8287f0f23c031,217,7,74,136
South Petherton Surgery,http://www.southpethertonsurgery.co.uk,WCAG2AAA,TA13 5EG,5d290b73edf8287f0f23c032,2,1,0,1
Avenue Surgery Partnership,https://www.avenuesurgery.co.uk/,WCAG2AAA,BA12 9AA,5d290b73edf8287f0f23c033,294,37,120,137
Westonzoyland Surgery,http://www.cranleighgardensmc.co.uk,WCAG2AAA,TA7 0EY,5d290b73edf8287f0f23c034,313,64,89,160
Axbridge & Wedmore Medical Practice,http://www.axbridgewedmoredoctors.co.uk,WCAG2AAA,BS26 2BJ,5d290b73edf8287f0f23c035,7,2,3,2
White Horse Health Centre,https://www.westburygp.co.uk/,WCAG2AAA,BA13 3FQ,5d290b73edf8287f0f23c036
Chew Medical Practice,http://www.chewmedicalpractice.co.uk,WCAG2AAA,BS40 8UE,5d290b73edf8287f0f23c037,214,8,85,121
Hindon Surgery,http://www.hindonsurgery.co.uk,WCAG2AAA,SP3 6DJ,5d290b73edf8287f0f23c038,129,29,43,57
Combe Down Branch Surgery,http://www.combedownsurgery.co.uk,WCAG2AAA,BA2 2AL,5d290b73edf8287f0f23c039,271,64,79,128
Rush Hill Surgery,http://www.rushhillandwestonsurgery.co.uk,WCAG2AAA,BA2 2QH,5d290b73edf8287f0f23c03a,339,65,133,141
Child Okeford Surgery,http://www.whitecliffpractice.co.uk,WCAG2AAA,DT11 8EF,5d290b73edf8287f0f23c03b,224,65,32,127
Winscombe and Banwell Family Practice,http://www.winscombebanwellsurgery.nhs.uk,WCAG2AAA,BS29 6AF,5d290b73edf8287f0f23c03c,255,39,97,119
Combe Down Surgery,http://www.combedownsurgery.co.uk,WCAG2AAA,BA2 5EG,5d290b73edf8287f0f23c03d,271,64,79,128
Mendip Vale Medical Practice (Langford),http://www.mendipvale.nhs.uk,WCAG2AAA,BS40 5EL,5d290b73edf8287f0f23c03e,303,79,64,160
Crewkerne Health Centre,http://www.crewkernehc.co.uk,WCAG2AAA,TA18 8BX,5d290b73edf8287f0f23c03f,230,19,88,123
Oldfield Surgery,http://www.oldfieldsurgery.org.uk,WCAG2AAA,BA2 3HT,5d290b73edf8287f0f23c040,312,66,126,120
Redgate Medical Centre,http://www.redgatemedicalcentre.co.uk/,WCAG2AAA,TA6 5BF,5d290b73edf8287f0f23c041,276,23,70,183
Winsley / Tyning Road Branch Surgery,http://www.boamhp.co.uk/,WCAG2AAA,BA15 2JW,5d290b73edf8287f0f23c042,344,25,126,193
Widcombe Surgery,http://www.widcombesurgery.nhs.uk,WCAG2AAA,BA2 4JT,5d290b73edf8287f0f23c043,348,69,148,131
Tisbury Surgery,http://www.tisburysurgery.nhs.uk,WCAG2AAA,SP3 6LF,5d290b73edf8287f0f23c044,176,34,33,109
Somerset Bridge Medical Centre,http://www.somersetbridgemc.co.uk/somersetbridge/,WCAG2AAA,TA6 6LD,5d290b73edf8287f0f23c045,4,3,0,1
North Curry Health Centre,http://www.northcurryhealthcentre.co.uk,WCAG2AAA,TA3 6NQ,5d290b8aedf8287f0f23c046,340,70,137,133
Cranleigh Gardens Medical Centre,http://www.cranleighgardensmc.co.uk,WCAG2AAA,TA6 5JS,5d290b8aedf8287f0f23c047,313,64,89,160
Dr Vera Austin,http://www.monmouthsurgery.co.uk/,WCAG2AAA,BA1 2AU,5d290b8aedf8287f0f23c048,285,41,121,123
Bradford On Avon & Melksham Health Partnership,http://www.boamhp.co.uk/,WCAG2AAA,BA15 1DQ,5d290b8aedf8287f0f23c049,344,25,126,193
East Quay Medical Centre,http://www.eastquaymedicalcentre.com,WCAG2AAA,TA6 4GP,5d290b8aedf8287f0f23c04a,118,34,25,59
Taunton Road Medical Centre,http://www.trmc.co.uk,WCAG2AAA,TA6 3LS,5d290b8aedf8287f0f23c04b,260,66,73,121
Lovemead Group Practice,http://www.roundstonesurgery.co.uk,WCAG2AAA,BA14 7EH,5d290b8aedf8287f0f23c04c,214,66,29,119
Dr Garrett T & Partners,http://www.st-augustinessurgery.co.uk,WCAG2AAA,BS31 3HQ,5d290b8aedf8287f0f23c04d,623,24,282,317
St Margaret's Surgery,http://www.boamhp.co.uk/,WCAG2AAA,BA15 1BY,5d290b8aedf8287f0f23c04e,342,25,126,191
Brent Area Medical Centre,http://www.brentareamedicalcentre.co.uk,WCAG2AAA,TA9 4JD,5d290b8aedf8287f0f23c04f,210,16,74,120
Trowbridge Health Centre,http://www.trowbridgehealthcentre.co.uk/,WCAG2AAA,BA14 8LU,5d290b8aedf8287f0f23c050,216,19,74,123
St.James's Surgery,http://www.stjamessurgery.org.uk/,WCAG2AAA,BA1 2SR,5d290b8aedf8287f0f23c051,312,66,126,120
University Medical Centre,http://www.umckent.co.uk/,WCAG2AAA,CT2 7PB,5d290b8aedf8287f0f23c052,188,21,42,125
Severn Way Surgery,http://www.westviewsurgery.com/,WCAG2AAA,BS31 2NU,5d290b8aedf8287f0f23c053,288,63,120,105
Hillview Family Practice,http://www.hillviewfamilypractice.nhs.uk/,WCAG2AAA,BS13 0JP,5d290b8aedf8287f0f23c054,243,7,118,118
Victoria Park Medical Centre,http://www.vpmc.co.uk,WCAG2AAA,TA6 7AS,5d290b8aedf8287f0f23c055,78,27,10,41
West View Surgery,http://www.westviewsurgery.com/,WCAG2AAA,BS31 1BX,5d290b8aedf8287f0f23c056,284,63,118,103
Highbridge Medical Centre,http://www.highbridgemc.co.uk,WCAG2AAA,TA9 3YA,5d290b8aedf8287f0f23c057,249,6,124,119
The Armada Family Practice,http://www.armadapractice.co.uk/,WCAG2AAA,BS14 0SU,5d290b8aedf8287f0f23c058,220,9,85,126
Bratton Surgery,http://www.westburygp.co.uk/,WCAG2AAA,BA13 4RR,5d290b8aedf8287f0f23c059
Fairfield Park Health Centre,http://www.fairfieldparkhc.co.uk/,WCAG2AAA,BA1 6EA,5d290b8aedf8287f0f23c05a,204,55,34,115
Grange Road Surgery,http://www.grangeroadsurgery.co.uk,WCAG2AAA,BS13 8LD,5d290b8aedf8287f0f23c05b,252,24,92,136
Mendip Vale Medical Practice (Congresbury),https://www.mendipvale.nhs.uk,WCAG2AAA,BS49 5DX,5d290b8aedf8287f0f23c05c,303,79,64,160
Burnham & Berrow Medical Centre,http://www.burnhamandberrowmedicalcentre.co.uk/,WCAG2AAA,TA8 1EU,5d290b8aedf8287f0f23c05d,342,37,72,233
The Lennard Surgery,http://www.thelennardsurgery.co.uk,WCAG2AAA,BS13 7JD,5d290b8aedf8287f0f23c05e,341,93,123,125
The Crest Family Practice,http://www.crestfamilypractice.co.uk,WCAG2AAA,BS4 1WH,5d290b8aedf8287f0f23c05f,228,24,67,137
Church View Medical Centre,http://www.churchview.gpsurgery.net,WCAG2AAA,TA19 9RX,5d290b8aedf8287f0f23c060,1,0,0,1
The Merrywood Practice,http://www.merrywoodpractice.nhs.uk/,WCAG2AAA,BS4 1WH,5d290b8aedf8287f0f23c061,106,19,13,74
Dr Reading & Partners,http://www.priorysurgerybristol.co.uk,WCAG2AAA,5d290b8aedf8287f0f23c062
Tunnel Road Surgery,http://www.thetollerfordpractice.nhs.uk,WCAG2AAA,DT8 3AB,5d290b8aedf8287f0f23c063,217,43,83,91
"Drs Prees, Weldon & Hogg",http://batheastonmedicalcentre.com,WCAG2AAA,BA1 7NP,5d290b8aedf8287f0f23c064,309,62,122,125
Barton House Med Practice,http://www.bartonhousemedicalpractice.co.uk,WCAG2AAA,DT8 3EQ,5d290b8aedf8287f0f23c065,279,17,134,128
Berrow Branch Surgery,http://www.burnhamandberrowmedicalcentre.co.uk,WCAG2AAA,TA8 2JU,5d290b8aedf8287f0f23c066,343,37,72,234
Mendip Vale Medical Practice (Yatton),http://www.mendipvale.nhs.uk,WCAG2AAA,BS49 4ER,5d290b8aedf8287f0f23c067,303,79,64,160
Backwell Medical Centre,http://www.tyntesfield.nhs.uk,WCAG2AAA,BS48 3HA,5d290b8aedf8287f0f23c068,182,5,62,115
Long Ashton Surgery,http://www.tyntesfield.nhs.uk,WCAG2AAA,BS41 9DY,5d290b8aedf8287f0f23c069,182,5,62,115
The Tollerford Practice,http://www.thetollerfordpractice.nhs.uk,WCAG2AAA,DT2 0DB,5d290b8aedf8287f0f23c06a,226,43,86,97
The Malago Surgery,http://www.malagosurgery.nhs.uk,WCAG2AAA,BS3 4JE,5d290b8aedf8287f0f23c06b
Creech Medical Centre,http://www.creechmc.gpsurgery.net,WCAG2AAA,TA3 5FA,5d290b8aedf8287f0f23c06c,378,171,24,183
Oldland Surgery,http://www.hanhamhealth.co.uk,WCAG2AAA,BS30 9QQ,5d290b8aedf8287f0f23c06d,304,37,96,171
Gaywood House Surgery,http://www.bridgeviewmedical.nhs.uk,WCAG2AAA,BS3 3AZ,5d290b8aedf8287f0f23c06e,224,64,29,131
Hanham Health,http://www.hanhamhealth.co.uk,WCAG2AAA,BS15 3HY,5d290b8aedf8287f0f23c06f,301,36,96,169
Milton Abbas Surgery,http://www.masurgery.co.uk/,WCAG2AAA,DT11 0AT,5d290b8aedf8287f0f23c070,253,52,57,144
Cannington Health Centre,http://www.canningtonhc.nhs.uk/,WCAG2AAA,TA5 2HB,5d290b8aedf8287f0f23c071,179,13,51,115
Bedminster Family Practice,http://www.bedminsterfamilypractice.co.uk/index.aspx,WCAG2AAA,BS3 4AT,5d290b8aedf8287f0f23c072,231,11,88,132
Birchwood Medical Practice,http://www.birchwoodmedicalpractice.co.uk/,WCAG2AAA,RH6 7DG,5d290b8aedf8287f0f23c073,207,15,79,113
Nightingale Valley Practice,http://www.nightingalevalleypractice.co.uk,WCAG2AAA,BS4 4HU,5d290b8aedf8287f0f23c074,243,14,91,138
Bridge View Medical,http://www.southvillesurgery.nhs.uk/,WCAG2AAA,BS3 1AS,5d290b8aedf8287f0f23c075,210,63,25,122
Cadbury Heath Healthcare,http://www.cadburyheathhealthcare.co.uk,WCAG2AAA,BS30 8HS,5d290b8aedf8287f0f23c076,86,13,8,65
Stafford Medical Group,http://www.lockingcastlemedical.co.uk,WCAG2AAA,BS24 7DX,5d290b8aedf8287f0f23c077,2,2,0,0
Mendip Vale Medical Practice (St Georges),http://www.mendipvale.nhs.uk,WCAG2AAA,BS22 7SB,5d290b8aedf8287f0f23c078,303,79,64,160
Whitecliff Group Practice,http://www.whitecliffpractice.co.uk,WCAG2AAA,DT11 7BH,5d290b8aedf8287f0f23c079,224,65,32,127
Close Farm Surgery,http://www.closefarmsurgery.co.uk,WCAG2AAA,BS30 5JZ,5d290b8aedf8287f0f23c07a,252,55,23,174
Eagle House Surgery,http://www.eaglehousesurgery.co.uk,WCAG2AAA,EN3 4DN,5d290b8aedf8287f0f23c07b,186,27,41,118
The Spring Orchard Surgery,http://www.theorchardpartnership.co.uk/,WCAG2AAA,SP3 5JL,5d290b8aedf8287f0f23c07c,36,19,13,4
BS1 Surgery,http://www.malagosurgery.nhs.uk,WCAG2AAA,BS1 4ES,5d290b8aedf8287f0f23c07d
Lawrence Hill Health Centre,https://www.lawrencehillhealthcentre.co.uk,WCAG2AAA,BS2 0AN,5d290b8aedf8287f0f23c07e,319,54,113,152
Air Balloon Surgery,http://www.airballoonsurgery.co.uk,WCAG2AAA,BS5 7PD,5d290b8aedf8287f0f23c07f,144,16,59,69
The Cedars Surgery,http://www.thecedarssurgery.co.uk,WCAG2AAA,SL6 8AJ,5d290b8aedf8287f0f23c080,343,25,116,202
Broadmead Medical Centre,http://www.broadmeadmedicalcentre.nhs.uk,WCAG2AAA,BS1 3EA,5d290b8aedf8287f0f23c081,236,36,53,147
Three Shires Medical Practice,http://www.threeshiresmedical.co.uk,WCAG2AAA,BS30 5QQ,5d290b8aedf8287f0f23c082,270,76,59,135
Fireclay Health,http://www.fireclayhealth.nhs.uk,WCAG2AAA,BS5 7PH,5d290b8aedf8287f0f23c083,373,129,62,182
Mendip Vale Medical Practice (Riverbank),http://www.riverbankmedicalcentre.co.uk,WCAG2AAA,BS22 7YZ,5d290b8aedf8287f0f23c084,2,2,0,0
Brockway Medical Centre,http://www.tyntesfield.nhs.uk,WCAG2AAA,BS48 1BZ,5d290b8aedf8287f0f23c085,182,5,62,115
Worle Medical Practice,https://www.cedarssurgerywsm.com,WCAG2AAA,BS22 6HB,5d290b8aedf8287f0f23c086,253,56,71,126
Tower House Medical Centre,http://www.tyntesfield.nhs.uk,WCAG2AAA,BS48 2XX,5d290b8aedf8287f0f23c087,182,5,62,115
Kingswood Health Centre,http://www.kingswoodhealthcentre.co.uk,WCAG2AAA,BS15 4EJ,5d290b8aedf8287f0f23c088,184,45,21,118
Crown Medical Centre,http://www.crownmedicalcentre.co.uk/,WCAG2AAA,TA2 8QY,5d290b8aedf8287f0f23c089,320,45,33,242
The Compass Centre,http://homelesshealthservice.co.uk/,WCAG2AAA,BS2 8JP,5d290b8aedf8287f0f23c08a,487,215,18,254
Student Health Service,http://www.bris.ac.uk/depts/studenthealthservice/,WCAG2AAA,BS6 6AU,5d290b8aedf8287f0f23c08b,83,2,29,52
Tudor Lodge Surgery,http://www.tudorlodgesurgery.nhs.uk,WCAG2AAA,BS23 4JP,5d290b8aedf8287f0f23c08c,294,46,23,225
The Family Practice,http://www.thefamilypractice-islington.nhs.uk/,WCAG2AAA,N7 8LT,5d290b8aedf8287f0f23c08d,164,34,22,108
Box Surgery,https://www.boxsurgery.nhs.uk,WCAG2AAA,SN13 8NA,5d290b8aedf8287f0f23c08e
Families Medical Centre,http://www.eaglehouseblandford.nhs.uk/,WCAG2AAA,DT11 8BP,5d290b8aedf8287f0f23c08f,255,63,36,156
New Court Surgery,http://www.newcourtsurgery.com,WCAG2AAA,WR14 2GP,5d290b8aedf8287f0f23c090,212,62,29,121
Longton Grove Surgery,http://www.longtongrovesurgery.co.uk,WCAG2AAA,BS23 3HQ,5d290b8aedf8287f0f23c091,254,7,121,126
The Milton Surgery,http://www.themiltonsurgery.co.uk/,WCAG2AAA,BS22 8AG,5d290b8aedf8287f0f23c092,226,18,73,135
Charlotte Keel Medical Practice,http://www.charlottekeelmedical.co.uk,WCAG2AAA,BS5 0UA,5d290b8aedf8287f0f23c093,183,17,52,114
Taunton Vale Healthcare,http://www.tauntonvalehealthcare.co.uk/,WCAG2AAA,TA1 2LB,5d290b8aedf8287f0f23c094,156,36,27,93
Warwick House Medical Practice,http://www.warwickhouse.org.uk,WCAG2AAA,TA1 2QA,5d290b8aedf8287f0f23c095,264,25,105,134
Montpelier Health Centre,http://montpelierhealthcentre@nhs.net,WCAG2AAA,BS6 5PT,5d290b8aedf8287f0f23c096
Pembroke Road Surgery,https://www.pembrokeroadsurgery.co.uk,WCAG2AAA,BS8 3EU,5d290b8aedf8287f0f23c097
Lodgeside Surgery (part of Fireclay Health),http://www.fireclayhealth.nhs.uk,WCAG2AAA,BS15 1WW,5d290b8aedf8287f0f23c098,373,129,62,182
Lyngford Park,http://www.lyngford.co.uk,WCAG2AAA,TA2 8SQ,5d290b8aedf8287f0f23c099,218,9,84,125
Whiteladies Medical Group,http://www.whiteladiesmedical.nhs.uk,WCAG2AAA,BS8 2PU,5d290b8aedf8287f0f23c09a,312,101,61,150
Essex House Medical Centre,http://www.essexhousemedicalcentre.co.uk/,WCAG2AAA,TA20 1QA,5d290b8aedf8287f0f23c09b,192,54,33,105
St. Damian's Surgery,http://www.boamhp.co.uk/,WCAG2AAA,SN12 7NZ,5d290b8aedf8287f0f23c09c,342,25,126,191
The Maytrees Practice,http://www.maytreespractice.com,WCAG2AAA,BS5 6SA,5d290b8aedf8287f0f23c09d,171,61,17,93
Eastville Medical Practice,http://www.eastvillemedicalpractice.co.uk,WCAG2AAA,BS5 6SA,5d290b8aedf8287f0f23c09e,201,73,36,92
Giffords Partnership,http://www.giffordssurgery.co.uk/,WCAG2AAA,SN12 7EA,5d290b8aedf8287f0f23c09f,346,61,164,121
Graham Road Surgery,http://www.grahamroadsurgery.nhs.uk,WCAG2AAA,BS23 1YA,5d290b8aedf8287f0f23c0a0,310,78,19,213
Dr R J Matthews And Partners,http://www.spamedicalcentre.co.uk/,WCAG2AAA,SN12 6UN,5d290b8aedf8287f0f23c0a1,264,13,107,144
Taunton Vale Healthcare: Victoria Gate Site,http://www.tauntonvalehealthcare.co.uk/,WCAG2AAA,TA1 3EX,5d290b8aedf8287f0f23c0a2,156,36,27,93
"Tawstock Medical Centre, Chard",http://www.tawstockmc.co.uk/,WCAG2AAA,TA20 2DZ,5d290b8aedf8287f0f23c0a3,177,14,71,92
Stafford Place Surgery,http://www.lockingcastlemedical.co.uk/,WCAG2AAA,BS23 2QZ,5d290b8aedf8287f0f23c0a4,2,2,0,0
St James Medical Centre,http://www.stjamesmc.co.uk,WCAG2AAA,TN1 2HW,5d290b8aedf8287f0f23c0a5,374,30,106,238
The Three Shires Medical Practice - Colerne,http://www.threeshiresmedical.co.uk,WCAG2AAA,SN14 8DD,5d290b8aedf8287f0f23c0a6,270,76,59,135
Sixpenny Handley Surgery,http://www.sixpennydocs.co.uk,WCAG2AAA,SP5 5PA,5d290b8aedf8287f0f23c0a7,301,131,30,140
The Three Shires Medical Practice - Marshfield,http://www.threeshiresmedical.co.uk,WCAG2AAA,SN14 8NQ,5d290b8aedf8287f0f23c0a8,268,76,59,133
Clevedon Medical Centre ,http://www.clevedonmc.nhs.uk,WCAG2AAA,BS21 6DG,5d290b8aedf8287f0f23c0a9,298,24,135,139
The Porch Surgery,http://www.porchsurgery.nhs.uk,WCAG2AAA,SN13 9DL,5d290b8aedf8287f0f23c0aa,166,40,57,69
The Southbroom Surgery,http://www.southbroomsurgery.co.uk/,WCAG2AAA,SN10 1LQ,5d290b8aedf8287f0f23c0ab,518,31,219,268
St James Surgery,http://www.stjamessurgerydevizes.co.uk,WCAG2AAA,SN10 1QU,5d290b8aedf8287f0f23c0ac,266,12,106,148
Rowden Medical Partnership,http://www.rowdensurgery.co.uk,WCAG2AAA,SN15 2SB,5d290b8aedf8287f0f23c0ad,322,71,104,147
The Lodge Surgery,http://thelodgesurgery.co.uk,WCAG2AAA,SN15 3SY,5d290b8aedf8287f0f23c0ae,217,58,28,131
Hathaway Medical Partnership,http://www.hathawaysurgery.co.uk,WCAG2AAA,SN14 6GT,5d290b8aedf8287f0f23c0af,398,193,13,192
The Adam Practice,http://www.adampractice.co.uk,WCAG2AAA,BH15 2HX,5d290b8aedf8287f0f23c0b0,427,94,149,184
The Old Dispensary Medical Practice,http://www.theolddispensary.co.uk,WCAG2AAA,BH21 1PL,5d290b8aedf8287f0f23c0b1,318,20,171,127
Patford House Surgery Partnership,http://www.patfordhousepartnership.co.uk,WCAG2AAA,SN11 0EF,5d290b8aedf8287f0f23c0b2,370,13,164,193
The Quarter Jack Surgery,http://www.quarterjacksurgery.co.uk,WCAG2AAA,BH21 1AP,5d290b8aedf8287f0f23c0b3,358,35,199,124
Beversbrook Medical Centre,http://www.beversbrook.com,WCAG2AAA,SN11 9UT,5d290b8aedf8287f0f23c0b4,206,40,92,74
Northlands Surgery,http://www.felmoresmedicalcentre.co.uk,WCAG2AAA,SS13 1PN,5d290b8aedf8287f0f23c0b5,421,22,217,182
The Hadleigh Lodge Practice,http://www.thehadleighpractice.nhs.uk,WCAG2AAA,BH21 3LN,5d290b8aedf8287f0f23c0b6,368,11,226,131
The Magna Medical Centre,http://www.theharveypractice.co.uk,WCAG2AAA,BH21 3BB,5d290b8aedf8287f0f23c0b7,207,7,82,118
The Harvey Practice,http://www.theharveypractice.co.uk,WCAG2AAA,BH18 8EE,5d290b8aedf8287f0f23c0b8,207,7,82,118
The Hadleigh Practice,http://www.thehadleighpractice.nhs.uk,WCAG2AAA,BH18 8EE,5d290b8aedf8287f0f23c0b9,368,11,226,131
Posterngate Surgery,http://www.posterngate.co.uk,WCAG2AAA,YO8 4QH,5d290b8aedf8287f0f23c0ba,303,33,136,134
The Barnby Dun Surgery,http://www.fieldroadsurgery.nhs.uk,WCAG2AAA,DN3 1AA,5d290b8aedf8287f0f23c0bb,169,38,61,70
Beech Tree Surgery,http://www.beechtreesurgery.co.uk/,WCAG2AAA,YO8 9AJ,5d290b8aedf8287f0f23c0bc,253,55,70,128
Scott Road Medical Centre,http://www.scottroad.org.uk,WCAG2AAA,YO8 4BL,5d290b8aedf8287f0f23c0bd,305,124,38,143
"Beech Tree Surgery, Riccall Surgery",http://www.beechtreesurgery.co.uk/,WCAG2AAA,YO19 6PZ,5d290b8aedf8287f0f23c0be,253,55,70,128
"The Village Group Practice, Armthorpe Surgery",http://www.thevillagegrouppractice.co.uk,WCAG2AAA,DN3 2DB,5d290b8aedf8287f0f23c0bf,375,72,56,247
White House Farm Medical Centre,http://www.whitehousefarmmedical.nhs.uk,WCAG2AAA,DN3 3AH,5d290b8aedf8287f0f23c0c0,266,19,121,126
South Milford Surgery - Thorpe Willoughby ,http://www.southmilfordsurgery.co.uk,WCAG2AAA,YO8 9NA,5d290b8aedf8287f0f23c0c1,299,14,148,137
Dr S Dutta & Partners - Whitley Bridge Surgery,http://www.ashgrovesurgery.co.uk/,WCAG2AAA,DN14 0LJ,5d290b8aedf8287f0f23c0c2,195,53,38,104
