name,url,standard,address,task,result(total),result(error),result(warning),result(notice)
Malinslee Health Centre,https://www.teldoc.org,WCAG2AA,TF3 2JZ,5d06a9b2e0673f62602f534f,280,71,30,179
Pontesbury Medical Practice,http://www.pontesburymedicalpractice.co.uk,WCAG2AA,SY5 0RF,5d06a9b2e0673f62602f534e,214,51,35,128
Clifton Lodge Surgery,http://www.muchwenlockandcressagemp.co.uk/,WCAG2AA,SY5 6DH,5d06a9b2e0673f62602f534d,392,30,107,255
Apsley Surgery,http://www.apsleyhousesurgery.co.uk/,WCAG2AA,ST6 2JN,5d06a9b2e0673f62602f534c,226,22,82,122
The Weaverham Surgery,http://www.weaverhamsurgery.nhs.uk,WCAG2AA,CW8 3EU,5d06a9b2e0673f62602f534b,165,41,30,94
Lightmoor Surgery,https://www.teldoc.org,WCAG2AA,TF4 3EG,5d06a9b2e0673f62602f534a,289,71,33,185
Firdale Medical Centre,http://www.firdalemedicalcentre.co.uk,WCAG2AA,CW8 4AZ,5d06a9b2e0673f62602f5349
The Health Centre - Holmes Chapel,http://www.holmeschapelhealthcentre.co.uk,WCAG2AA,CW4 7BB,5d06a9b2e0673f62602f5355
Danebridge Medical Practice,http://www.danebridge.org.uk,WCAG2AA,CW9 5HR,5d06a9b2e0673f62602f5354,95,13,24,58
Dr Brook And Partners,https://www.helsbyandeltonpractice.co.uk,WCAG2AA,CH2 4PU,5d06a9b2e0673f62602f5353
Watling Street Surgery,http://watlingmedicalpractice.nhs.uk,WCAG2AA,CW9 5EX,5d06a9b2e0673f62602f5352,2,2,0,0
Aqueduct Surgery,https://www.teldoc.org,WCAG2AA,TF4 3RB,5d06a9b2e0673f62602f5351,289,71,33,185
Middlewich Road Surgery,http://www.middlewichroadsurgery.nhs.uk,WCAG2AA,CW9 7DB,5d06a9b2e0673f62602f5367,153,35,32,86
Witton Street Surgery,http://www.wittonstreetsurgery.co.uk,WCAG2AA,CW9 5QU,5d06a9b2e0673f62602f5366,363,27,108,228
Stirchley Medical Practice,http://www.stirchleymedicalpractice.co.uk,WCAG2AA,TF3 1FB,5d06a9b2e0673f62602f5365,176,43,52,81
Ironbridge Medical Practice,http://www.ironbridgemedicalpractice.nhs.uk,WCAG2AA,TF8 7DT,5d06a9b2e0673f62602f5364,322,12,182,128
Hope Farm Medical Centre,http://www.hopefarmmedicalcentre.nhs.uk/,WCAG2AA,CH66 2WW,5d06a9b2e0673f62602f5363,171,34,47,90
The Knoll Surgery,http://www.theknollsurgery.co.uk,WCAG2AA,WA6 6RX,5d06a9b2e0673f62602f5362,333,127,57,149
Madeley Medical Practice,https://www.teldoc.org,WCAG2AA,TF7 5BU,5d06a9b2e0673f62602f537a,289,71,33,185
Old Hall Surgery,http://www.oldhallsurgery.co.uk,WCAG2AA,CH65 9AD,5d06a9b2e0673f62602f5379,81,16,5,60
York Road Group Practice,http://www.yorkroadgrouppractice.co.uk/,WCAG2AA,CH65 0DB,5d06a9b2e0673f62602f5378,3,1,0,2
Westminster Surgery ,http://www.westminstersurgery.nhs.uk,WCAG2AA,CH65 2ER,5d06a9b2e0673f62602f5377,47,15,12,20
Great Sutton Medical Centre (Red),http://www.greatsuttonmedicalcentre.co.uk,WCAG2AA,CH66 3SP,5d06a9b2e0673f62602f5376
The Great Sutton Medical Centre - Blue,http://www.greatsuttonmedicalcentre.co.uk,WCAG2AA,CH66 3SP,5d06a9b2e0673f62602f5375
Readesmoor Medical Group Practice,http://www.readesmoor.co.uk/,WCAG2AA,CW12 1JP,5d06a9b2e0673f62602f5374,240,28,89,123
Worthen Medical Practice,http://www.worthenmedicalpractice.nhs.uk,WCAG2AA,SY5 9HT,5d06a9b2e0673f62602f5373,218,8,79,131
Meadowside Medical Centre,http://www.meadowsidemedicalcentre.co.uk,WCAG2AA,CW12 1DY,5d06a9b2e0673f62602f5372,150,43,18,89
Lawton House Surgery,http://www.lawtonhousesurgery.nhs.uk,WCAG2AA,CW12 1QG,5d06a9b2e0673f62602f5371,99,1,52,46
The Willaston Surgery,https://willastonsurgery.nhs.uk/,WCAG2AA,CH64 2TN,5d06a9b2e0673f62602f5370,1311,539,118,654
Neston Surgery,http://www.nestonsurgery.co.uk,WCAG2AA,CH64 4BN,5d06a9b2e0673f62602f536f,200,11,59,130
Toft Road Surgery,http://www.toftroadsurgery.co.uk,WCAG2AA,WA16 9DX,5d06a9b2e0673f62602f538e,385,26,127,232
Manchester Road Medical Centre,http://www.manchesterroadmedicalcentre.co.uk/,WCAG2AA,WA16 0LY,5d06a9b2e0673f62602f538d,252,13,110,129
Neston Medical Centre,http://www.nestonmedicalcentre.co.uk,WCAG2AA,CH64 3RA,5d06a9b2e0673f62602f538c,177,10,52,115
Chelford Surgery,http://www.chelfordsurgery.co.uk/,WCAG2AA,SK11 9BS,5d06a9b2e0673f62602f538b,264,59,25,180
Annandale Medical Centre,http://www.annandalemedicalcentre.co.uk/,WCAG2AA,WA16 8HR,5d06a9b2e0673f62602f538a,238,18,85,135
David Lewis Medical Practice,http://www.chelfordsurgery.co.uk/david-lewis-medical-practice/,WCAG2AA,SK9 7UD,5d06a9b2e0673f62602f5389,200,48,17,135
Alderley Edge Medical Centre,http://www.alderleyedgegp.co.uk,WCAG2AA,SK9 7EP,5d06a9b2e0673f62602f53a1,491,46,146,299
South Park Surgery,http://www.southparksurgery.com,WCAG2AA,SK11 6JL,5d06a9b2e0673f62602f53a0,258,19,67,172
Broken Cross Surgery,http://www.brokencrosssurgery.co.uk,WCAG2AA,SK11 6JL,5d06a9b2e0673f62602f539f,258,6,104,148
Park Lane House Medical Centre,http://www.parklanehousesurgery.co.uk,WCAG2AA,SK11 6JL,5d06a9b2e0673f62602f539e,206,10,56,140
Middlewood Partnership,http://www.bollingtonmedicalcentre.co.uk,WCAG2AA,SK10 5JH,5d06a9b2e0673f62602f539d,241,45,22,174
Winster Medical Centre,http://www.darleydalesurgery.co.uk/,WCAG2AA,DE4 2DL,5d06a9b2e0673f62602f539c,344,73,136,135
Hartington Surgery,http://hartingtonsurgery.co.uk,WCAG2AA,SK17 0AQ,5d06a9b2e0673f62602f539b,181,47,59,75
LIME GROVE MEDICAL CENTRE,http://www.limegrovemedicalcentre.co.uk,WCAG2AA,DE4 3FD,5d06a9b2e0673f62602f539a,188,55,30,103
Dr P J P Holden & Partners,http://www.imperialrdgroupsurgery.co.uk,WCAG2AA,DE4 3NL,5d06a9b2e0673f62602f5399,218,8,69,141
Bakewell Medical Centre,http://www.bakewellmedicalcentre.co.uk,WCAG2AA,DE45 1ED,5d06a9b2e0673f62602f5398,186,8,63,115
STAFFA HEALTH - Stonebroom,http://staffahealth.co.uk,WCAG2AA,DE55 6LD,5d06a9b2e0673f62602f5397
Clay Cross Medical Centre,http://www.claycrosssurgery.co.uk/,WCAG2AA,S45 9NG,5d06a9b2e0673f62602f5396,234,6,111,117
STAFFA HEALTH - Pilsley,http://staffahealth.co.uk,WCAG2AA,S45 8JA,5d06a9b2e0673f62602f5395
STAFFA HEALTH - Tibshelf,http://staffahealth.co.uk,WCAG2AA,DE55 5PS,5d06a9b2e0673f62602f5394
Dr V Chawla's Practice,http://www.wingerworthmedicalcentre.co.uk,WCAG2AA,S42 6PX,5d06a9b2e0673f62602f5393,107,39,9,59
Baslow Health Centre,http://www.ashenfellsurgery.co.uk,WCAG2AA,DE45 1SP,5d06a9b2e0673f62602f5392,204,38,39,127
St Lawrence Road Surgery,https://www.stlawrence.gpsurgery.net,WCAG2AA,S42 5LH,5d06a9b2e0673f62602f53bb,377,169,20,188
North Wingfield Medical Centre,http://www.northwingfieldmedicalcentre.co.uk,WCAG2AA,S42 5ND,5d06a9b2e0673f62602f53ba,199,39,44,116
Dr Cox - Taddington Branch Surgery,http://www.tideswellsurgery.co.uk,WCAG2AA,SK17 9LD,5d06a9b2e0673f62602f53b9,428,50,154,224
Brierley Park Medical Centre,http://www.bpmcgp.co.uk,WCAG2AA,NG17 2NF,5d06a9b2e0673f62602f53b8,276,35,124,117
Royal Primary Care Chesterfield,http://www.rpcchesterfield.co.uk,WCAG2AA,S40 2HP,5d06a9b2e0673f62602f53b7,290,83,61,146
Chatsworth Road Medical Centre,http://chatsworthroadmedicalcentre.nhs.uk/,WCAG2AA,S40 3PY,5d06a9b2e0673f62602f53bc,278,68,59,151
"Litton Branch Surgery, Litton Village Hall",http://www.tideswellsurgery.co.uk,WCAG2AA,SK17 8QP,5d06a9b2e0673f62602f54cc,428,50,154,224
STAFFA HEALTH - Holmewood,http://staffahealth.co.uk,WCAG2AA,S42 5RB,5d06a9b2e0673f62602f54cb
Buxton Medical Practice,http://www.buxtonmedicalpractice.co.uk,WCAG2AA,SK17 9BZ,5d06a9b2e0673f62602f54ca,227,60,44,123
Stewart Medical Centre,http://www.stewartmc.nhs.uk,WCAG2AA,SK17 6JP,5d06a9b2e0673f62602f54c9,204,61,23,120
Inspire Health - Hasland Medical Centre,http://www.haslandmedicalcentre.co.uk,WCAG2AA,S41 0NZ,5d06a9b2e0673f62602f54ed,268,71,64,133
Inspire Health - Hasland Surgery,http://www.avenuepartnership.co.uk/,WCAG2AA,S41 0RG,5d06a9b2e0673f62602f54ec,268,71,64,133
Tideswell Surgery,http://www.tideswellsurgery.co.uk,WCAG2AA,SK17 8NS,5d06a9b2e0673f62602f54eb,428,50,154,224
Skegby Family Medical Centre,http://www.skegbyfamilymedicalcentre.co.uk,WCAG2AA,NG17 3EE,5d06a9b2e0673f62602f54ea,128,20,43,65
The Surgery At Wheatbridge,http://www.wheatbridge.co.uk,WCAG2AA,S40 2AB,5d06a9b2e0673f62602f54e9,398,62,57,279
Holme Hall Surgery,http://www.chesterfieldmedicalpartnership.co.uk,WCAG2AA,S40 4SL,5d06a9b2e0673f62602f54e8,197,10,87,100
Ashgate Medical Practice,http://www.chesterfieldmedicalpartnership.co.uk,WCAG2AA,S40 4AA,5d06a9b2e0673f62602f54e7,197,10,87,100
Eyam Surgery,http://www.eyamsurgery.co.uk,WCAG2AA,S32 5QH,5d06a9b2e0673f62602f54e6,218,39,88,91
Inspire Health - Avenue House Surgery,http://www.avenuepartnership.co.uk,WCAG2AA,S40 1LE,5d06a9b2e0673f62602f54e5,268,71,64,133
NEWBOLD SURGERY,http://www.newboldsurgery.co.uk,WCAG2AA,S41 8DU,5d06a9b2e0673f62602f54e4,234,6,110,118
Calow Surgery,http://www.calbrimdocs.co.uk,WCAG2AA,S44 5TH,5d06a9b2e0673f62602f54e3,244,29,85,130
The Surgery The Green,http://www.welbeckroadsurgery.co.uk,WCAG2AA,S44 5LW,5d06a9b2e0673f62602f54e2,281,38,94,149
"Drs Abell, Church, Cooke, Dils, Stoodley And Taylor",http://www.whittingtonmoorsurgery.co.uk,WCAG2AA,S41 8NA,5d06a9b2e0673f62602f54e1,234,16,87,131
Mapperley Surgery,https://victoriamapperley.co.uk/,WCAG2AA,NG3 5QQ,5d06a9b2e0673f62602f5514,205,2,9,194
Pleasley Surgery,http://www.pleasleysurgery.com,WCAG2AA,NG19 7PE,5d06a9b2e0673f62602f5513,110,24,33,53
The Brimington Surgery,http://www.brimingtonsurgery.co.uk/,WCAG2AA,S43 1JG,5d06a9b2e0673f62602f5512,270,22,106,142
Calow And Brimington Practice,http://www.calbrimdocs.co.uk,WCAG2AA,S43 1DD,5d06a9b2e0673f62602f5511,246,29,85,132
Whittington Medical Centre,http://www.chesterfieldmedicalpartnership.co.uk,WCAG2AA,S41 9JZ,5d06a9b2e0673f62602f5510,197,10,87,100
Bull Farm Primary Care Resource Centre,http://www.bullfarmsurgery.co.uk/,WCAG2AA,NG19 7JZ,5d06a9b2e0673f62602f550f,89,16,28,45
Churchside Medical Practice,http://www.churchsidemedicalpracticemansfield.co.uk,WCAG2AA,NG18 1QB,5d06a9b2e0673f62602f550e,297,56,128,113
Rosemary Street Health Centre,http://www.forestmedicalgroup.co.uk/,WCAG2AA,NG19 6AB,5d06a9b2e0673f62602f550d,94,25,22,47
Gosforth Valley Medical Practice,http://www.gvmc.org.uk,WCAG2AA,S18 8UE,5d06a9b2e0673f62602f550c,222,64,31,127
Castle Street Medical Centre,http://www.castlestreetmedicalcentre.co.uk/,WCAG2AA,S44 6PP,5d06a9b2e0673f62602f550b,197,57,24,116
THE FRIENDLY FAMILY SURGERY,http://www.friendlyfamilysurgery.co.uk,WCAG2AA,S44 6DE,5d06a9b2e0673f62602f550a,376,37,111,228
DRONFIELD MEDICAL PRACTICE,http://www.dronfieldhealth.co.uk,WCAG2AA,S18 1PY,5d06a9b2e0673f62602f5509,230,62,23,145
Welbeck Road Health Centre,http://www.welbeckroadsurgery.co.uk,WCAG2AA,S44 6DF,5d06a9b2e0673f62602f5508,281,38,94,149
Oak Tree Lane Surgery,http://www.forestmedicalgroup.co.uk/,WCAG2AA,NG18 3SF,5d06a9b2e0673f62602f5507,94,25,22,47
Shires Healthcare,http://www.shireshealthcare.co.uk,WCAG2AA,NG20 8DG,5d06a9b2e0673f62602f5506,214,69,28,117
Sherwood Medical Partnership - Crown Medical Centre,http://www.sherwoodmedical.co.uk,WCAG2AA,NG19 0FW,5d06a9b2e0673f62602f5505,249,7,106,136
Langwith Medical Centre,http://www.creswellandlangwith.nhs.uk,WCAG2AA,NG20 9HD,5d06a9b2e0673f62602f5504,4,2,0,2
Dr H R McMurray & Dr M Kurian ,http://emmettcarrsurgery.co.uk,WCAG2AA,S21 3TY,5d06a9b2e0673f62602f5503,222,64,29,129
Dr Palmer & Gardner: Renishaw Surgery,http://www.barlboroughmedicalpractice.co.uk,WCAG2AA,S21 3TY,5d06a9b2e0673f62602f5502,106,6,43,57
Springs Health Centre,http://www.thespringshealthcentre.co.uk,WCAG2AA,S43 4PL,5d06a9b2e0673f62602f5501,155,15,51,89
Barlborough Medical Pract,http://www.barlboroughmedicalpractice.co.uk,WCAG2AA,S43 4TY,5d06a9b2e0673f62602f5500,106,6,43,57
Dr Ws Riddell's Practice,https://www.cragshealthcare.co.uk,WCAG2AA,S80 4DY,5d06a9b2e0673f62602f54ff,240,50,78,112
Bishops Walk Surgery,http://www.shireshealthcare.co.uk,WCAG2AA,NG20 0SN,5d06a9b2e0673f62602f5533,214,69,28,117
Creswell and Langwith Medical Centre,http://www.creswellandlangwith.nhs.uk,WCAG2AA,S80 4HA,5d06a9b2e0673f62602f5532,4,2,0,2
Crags Healthcare - Dr Riddell & Partner,http://www.cragshealthcare.co.uk/,WCAG2AA,S80 4QR,5d06a9b2e0673f62602f5531,240,50,78,112
Clarendon Park Road Health Centre,http://www.clarendonparkmedicalcentre.co.uk,WCAG2AA,LE2 3AG,5d06a9b2e0673f62602f5530,190,11,71,108
Newgate Medical Group,http://www.newgatemedicalgroup.co.uk,WCAG2AA,S80 1HP,5d06a9b2e0673f62602f552f,295,67,80,148
Stalham Staithe Surgery,http://staithesurgery.co.uk,WCAG2AA,NR12 9BU,5d06a9b2e0673f62602f552e,269,97,31,141
Stalham Green Surgery,http://stalhamgreensurgery.nhs.uk,WCAG2AA,NR12 9PS,5d06a9b2e0673f62602f552d,250,37,85,128
Hoveton & Wroxham Medical Centre,http://www.hovetonandwroxhammedicalcentre.nhs.uk/,WCAG2AA,NR12 8DU,5d06a9b2e0673f62602f552c,232,64,39,129
Paston Surgery,http://www.pastonsurgery.nhs.uk/,WCAG2AA,NR28 0BQ,5d06a9b2e0673f62602f553f,290,30,113,147
Coltishall Medical Practice,http://www.coltishallsurgery.nhs.uk/,WCAG2AA,NR12 7HA,5d06a9b2e0673f62602f553e,227,13,132,82
Ludham And Stalham Green Surgeries,http://ludhamsurgery.nhs.uk/,WCAG2AA,NR29 5AB,5d06a9b2e0673f62602f553d,250,37,85,128
Mundesley Medical Centre,http://www.mundesleymedical.co.uk/,WCAG2AA,NR11 8AR,5d06a9b2e0673f62602f553c,231,2,139,90
Dr Mansfield & Partners,http://www.coltishallsurgery.nhs.uk/,WCAG2AA,NR10 3NS,5d06a9b2e0673f62602f553b,227,13,132,82
The Market Surgery,http://www.themarketsurgery.nhs.uk,WCAG2AA,NR11 6BW,5d06a9b2e0673f62602f553a,126,5,64,57
Aylsham Surgery,http://www.aylshamandreepham.nhs.uk,WCAG2AA,NR11 6AA,5d06a9b2e0673f62602f5539,225,64,60,101
Martham Health Centre,http://www.coastaldoctors.co.uk/martham,WCAG2AA,NR29 4QG,5d06a9ede0673f62602f564a,93,14,25,54
Blofield Surgery,http://www.blofieldsurgery.nhs.uk,WCAG2AA,NR13 4PL,5d06a9ede0673f62602f564b,188,12,96,80
Old Catton Medical Practice,http://www.oldcattonsurgery.nhs.uk,WCAG2AA,NR6 7HQ,5d06a9ede0673f62602f564c,88,9,18,61
Acle Medical Partnership,http://www.aclemedicalcentre.co.uk/,WCAG2AA,NR13 3RA,5d06a9ede0673f62602f564d,244,69,32,143
Thorpewood Medical Group,http://www.thorpewoodmedicalgroup.nhs.uk,WCAG2AA,5d06a9ede0673f62602f564e
Horsford Medical Centre,http://www.draytonmedical.nhs.uk/,WCAG2AA,NR10 3DX,5d06a9ede0673f62602f564f,269,29,94,146
Brundall Medical Partnership,http://www.brundallmedicalcentre.nhs.uk/,WCAG2AA,NR13 5RP,5d06a9ede0673f62602f5650,216,60,68,88
Dr Thompson & Partners,http://www.thorpewoodmedicaloup.nhs.uk,WCAG2AA,5d06a9ede0673f62602f5651
Aldborough Surgery,https://www.aldboroughsurgery.co.uk/,WCAG2AA,NR11 7NP,5d06a9ede0673f62602f5652,291,98,39,154
Hellesdon Medical Practice,http://www.hellesdonmedicalpractice.co.uk/,WCAG2AA,NR6 5QJ,5d06a9ede0673f62602f5653,249,62,43,144
Woodcock Rd Surgery,http://www.woodcockroadsurgery.nhs.uk,WCAG2AA,NR3 3UA,5d06a9ede0673f62602f5654,128,37,28,63
Magdalen Medical Practice,http://www.magdalenmedical.nhs.uk,WCAG2AA,NR3 4LF,5d06a9ede0673f62602f5655,192,56,58,78
Hemsby Medical Centre,http://www.coastaldoctors.co.uk/hemsby,WCAG2AA,NR29 4EW,5d06a9ede0673f62602f5656,95,15,25,55
Lionwood Medical Practice,http://www.lionwoodmedicalpractice.nhs.uk,WCAG2AA,NR1 4NU,5d06a9ede0673f62602f5657,98,3,15,80
Prospect Medical Practice,http://478.mymedspace.co.uk/home,WCAG2AA,NR3 2HW,5d06a9ede0673f62602f5658,187,47,73,67
Gurney Surgery,http://www.castle-partnership.co.uk,WCAG2AA,NR3 1SE,5d06a9ede0673f62602f5659,190,43,30,117
Drayton Medical Practice,http://www.draytonmedical.nhs.uk,WCAG2AA,NR8 6EE,5d06a9ede0673f62602f565a,269,29,94,146
Coastal Villages Practice,http://www.coastaldoctors.co.uk/ormesby,WCAG2AA,NR29 3RW,5d06a9ede0673f62602f565b,93,14,25,54
Oak Street Medical Practice,http://oakstreetmedical-norwich.nhs.uk/,WCAG2AA,NR3 3DL,5d06a9ede0673f62602f565c,165,17,80,68
Old Palace Medical Practice,http://www.coastaldoctors.co.uk/oldpalace,WCAG2AA,NR2 4JA,5d06a9ede0673f62602f565d,96,15,26,55
Norwich Practices Health Centre And Walk In Centre,http://nplhealthcentre.co.uk,WCAG2AA,NR1 1RB,5d06a9ede0673f62602f565e,151,62,18,71
Adelaide Street Health Centre,http://www.wensumvalleymedicalpractice.nhs.uk/,WCAG2AA,NR2 4JL,5d06a9ede0673f62602f565f,714,262,74,378
West Pottergate Medical Practice,https://www.westpottergate.co.uk,WCAG2AA,NR2 4BX,5d06a9ede0673f62602f5660,239,40,78,121
Cromer Group Practice,http://www.cromergrouppractice.nhs.uk,WCAG2AA,NR27 0BG,5d06a9ede0673f62602f5661,266,85,54,127
St. Stephens Gate Medical Practice,http://www.ststephensgate.com,WCAG2AA,NR2 2TJ,5d06a9ede0673f62602f5662,173,8,36,129
Lakenham Surgery,http://www.lakenham-surgery.co.uk,WCAG2AA,NR1 3JJ,5d06a9ede0673f62602f5663,331,17,91,223
The Taverham Partnership,http://www.taverhampartnership.co.uk,WCAG2AA,NR8 6JR,5d06a9ede0673f62602f5664,272,60,67,145
Trinity & Bowthorpe Medical Practice,http://www.trinityandbowthorpe.co.uk/,WCAG2AA,NR2 2BQ,5d06a9ede0673f62602f5665,307,78,33,196
Wensum Valley Medical Practice Assessment And Treatment Centre - Bates Green,http://www.wensumvalleymedicalpractice.nhs.uk,WCAG2AA,NR5 8YT,5d06a9ede0673f62602f5666,714,262,74,378
Heathgate Medical Practice,http://www.heathgatemedicalpractice.co.uk,WCAG2AA,NR14 7AH,5d06a9ede0673f62602f5667,401,59,191,151
Mile End Road Surgery,http://www.castle-partnership.co.uk,WCAG2AA,NR4 7QX,5d06a9ede0673f62602f5668,190,43,30,117
The Tuckswood Surgery,http://www.castle-partnership.co.uk,WCAG2AA,NR4 6NE,5d06a9ede0673f62602f5669,190,43,30,117
Beechcroft Surgery,http://www.coastaldoctors.co.uk/beechcroft,WCAG2AA,NR5 0RS,5d06a9ede0673f62602f566a,96,15,26,55
UEA Medical Centre,http://www.umsuea.co.uk,WCAG2AA,NR4 7TJ,5d06a9ede0673f62602f566b,245,11,88,146
Roundwell Medical Centre,http://www.roundwellmedicalcentre.co.uk,WCAG2AA,NR5 0GB,5d06a9ede0673f62602f566c,378,49,90,239
Bowthorpe Medical Practice,http://www.trinityandbowthorpe.co.uk/,WCAG2AA,NR5 9HA,5d06a9ede0673f62602f566d,307,78,33,196
North Caister Medical Centre ,http://www.coastaldoctors.co.uk/caister,WCAG2AA,NR30 5NE,5d06a9ede0673f62602f566e,93,14,25,54
Caister Health Centre (a branch of East Norfolk Medical Prac,http://www.enmp.co.uk,WCAG2AA,NR30 5AQ,5d06a9ede0673f62602f566f,270,54,28,188
Old Mill And Millgates Medical Practice,http://www.oldmillandmillgatessurgery.nhs.uk/,WCAG2AA,NR14 7FA,5d06a9ede0673f62602f5670,285,23,120,142
Reepham Surgery,http://www.aylshamandreepham.nhs.uk,WCAG2AA,NR10 4QT,5d06a9ede0673f62602f5671,228,65,60,103
Humbleyard Practice,http://www.cringlefordsurgery.co.uk,WCAG2AA,NR4 6TA,5d06a9ede0673f62602f5672,212,7,76,129
Lenwade Surgery,http://www.mattishallsurgery.co.uk/,WCAG2AA,NR9 5SD,5d06a9ede0673f62602f5673,207,16,79,112
Dr Timms & Partners,http://www.aclemedicalcentre.co.uk,WCAG2AA,NR13 3AR,5d06a9ede0673f62602f5674,244,69,32,143
Sheringham Medical Practice,http://www.sheringhammedical.nhs.uk,WCAG2AA,NR26 8RT,5d06a9ede0673f62602f5675,449,71,213,165
Newtown Surgery (a branch of East Norfolk Medical Practice),http://www.enmp.co.uk,WCAG2AA,NR30 1QP,5d06a9ede0673f62602f5676,270,54,28,188
The Lighthouse Medical Centre (a branch of East Norfolk Medical Practice),http://www.enmp.co.uk,WCAG2AA,NR30 2PT,5d06a9ede0673f62602f5677,270,54,28,188
Dr Barrie And Partners,http://www.loddondoctorssurgery.co.uk,WCAG2AA,NR14 6QH,5d06a9ede0673f62602f5678,229,23,62,144
Millwood Surgery,http://www.millwoodsurgery.co.uk,WCAG2AA,NR31 8HS,5d06a9ede0673f62602f5679,201,49,26,126
The Humbleyard Practice,http://www.hethersettsurgery.co.uk,WCAG2AA,NR9 3AB,5d06a9ede0673f62602f567a
Falkland Surgery,http://www.falklandsurgery.co.uk,WCAG2AA,RG14 7DF,5d06a9ede0673f62602f567b,579,10,245,324
Holt Medical Practice,http://www.holt-practice.nhs.uk,WCAG2AA,NR25 6QA,5d06a9ede0673f62602f567c,105,23,19,63
Central Healthcare Centre,http://www.centralsurgery.com,WCAG2AA,NR31 6QB,5d06a9ede0673f62602f567d,128,33,29,66
Newton Flotman Surgery,http://www.longstrattonsurgery.nhs.uk,WCAG2AA,NR15 1AH,5d06a9ede0673f62602f567e,371,37,153,181
Wymondham Medical Partnership,http://wymmed.co.uk,WCAG2AA,NR18 0RF,5d06a9ede0673f62602f567f,265,58,73,134
Elmham Surgery,http://www.elmhamsurgery.com,WCAG2AA,NR20 5JS,5d06a9ede0673f62602f5680,241,13,100,128
Long Stratton Medical Partnership,http://www.longstrattonsurgery.nhs.uk,WCAG2AA,NR15 2UY,5d06a9ede0673f62602f5681,371,37,153,181
Bungay Medical Centre,http://www.bungaymedicalpractice.co.uk,WCAG2AA,NR35 1LP,5d06a9ede0673f62602f5682,450,266,72,112
Theatre Royal Surgery,http://www.theatresurgery.com/,WCAG2AA,NR19 2EN,5d06a9ede0673f62602f5683,211,61,43,107
Beccles Medical Centre,http://www.becclesmedical.co.uk,WCAG2AA,NR34 9NX,5d06a9ede0673f62602f5684,313,17,139,157
Blakeney Surgery,http://www.blakeneysurgery.nhs.uk.,WCAG2AA,GL15 4ED,5d06a9ede0673f62602f5685,3,2,0,1
Crestview Medical Centre,http://alexandracrestviewsurgeries.co.uk,WCAG2AA,NR32 4TW,5d06a9ede0673f62602f5686,181,14,55,112
Bridge Road Surgery,http://www.bridgeroadsurgery.nhs.uk,WCAG2AA,NR32 3LJ,5d06a9ede0673f62602f5687,262,58,37,167
Hingham Surgery,http://www.hinghamsurgery.co.uk,WCAG2AA,NR9 4JB,5d06a9ede0673f62602f5688,281,7,142,132
Alexandra & Crestview Surgeries,http://www.alexandracrestviewsurgeries.co.uk,WCAG2AA,NR32 1PL,5d06a9ede0673f62602f5689,181,14,55,112
Rosedale Surgery,https://www.rosedalesurgery.co.uk,WCAG2AA,NR33 8LG,5d06a9ede0673f62602f568a,580,230,27,323
Goyt Valley Medical Practice,http://www.gvmdp.co.uk/,WCAG2AA,SK23 9EQ,5d06a9ede0673f62602f568b,161,29,69,63
Thornbrook Surgery,http://www.thornbrooksurgery.co.uk,WCAG2AA,SK23 0RH,5d06a9ede0673f62602f568c,542,153,203,186
Wilmslow Health Centre,http://www.wilmslowhealthcentre.com,WCAG2AA,SK9 5HX,5d06a9ede0673f62602f568d
Kenmore Medical Centre,http://www.kenmoremedicalcentre.co.uk,WCAG2AA,SK9 1PA,5d06a9ede0673f62602f568e,530,23,155,352
Dr Mallon T J and Partners,http://www.annandalemedicalcentre.co.uk/,WCAG2AA,WA16 7HH,5d06a9ede0673f62602f568f,238,18,85,135
Handforth Health Centre,http://www.handforthhealthcentre.nhs.uk,WCAG2AA,SK9 3HL,5d06a9ede0673f62602f5690,289,45,94,150
Bradwell Surgery,http://eyamsurgery.co.uk,WCAG2AA,S33 9JL,5d06a9ede0673f62602f5691,218,39,88,91
Dr Cox - Bradwell Branch Surgery,http://www.tideswellsurgery.co.uk,WCAG2AA,S33 9JL,5d06a9ede0673f62602f5692,428,50,154,224
Evelyn Medical Centre,http://www.evelynmedicalcentre.co.uk,WCAG2AA,S33 6RJ,5d06a9ede0673f62602f5693,287,37,109,141
Dr Moseley,http://www.evelynmedicalcentre.co.uk/hathersages.h,WCAG2AA,S32 1DP,5d06a9ede0673f62602f5694,4,3,0,1
Totley Rise Medical Centre,http://www.totleyrisemedicalcentre.co.uk/contact1.aspx,WCAG2AA,S17 4DQ,5d06a9ede0673f62602f5695
Carterknowle And Dore Medical Practice,http://www.carterknowlesurgery.co.uk,WCAG2AA,S17 3NF,5d06a9ede0673f62602f5696,321,68,73,180
The Avenue Medical Practice,http://www.theavenuemedicalpractice.co.uk,WCAG2AA,S8 7FH,5d06a9ede0673f62602f5697,365,169,49,147
Meadowgreen Health Centre (Lowedges),http://www.meadowheadgrouppractice.co.uk,WCAG2AA,S8 7LE,5d06a9ede0673f62602f5698,233,61,52,120
Meadowgreen Health Centre,http://www.meadowgreenhealthcentre.co.uk,WCAG2AA,S8 7RL,5d06a9ede0673f62602f5699,233,61,52,120
